"title","url","stars","name","reviewUrl","text"
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","4","laxminarayan satrate","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURnOXV2YkxREAE!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CIHM0ogKEICAgMDg9uvbLQ%7C%7C?hl=en","it is good school over all. it has all required facilities, teachers and labs. my son is also going in same school since 2022. only one thing is not there is sports ground, children has to go to other near by ground. if play ground can be added then I can say all facilities present."
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","Navjot S","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pCb1RHTlhkVkJvVm5sYWIwZGZZVUZ3YW5CemEwRRAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOjBoTGNXdVBoVnlab0dfYUFwanBza0E%7C%7C?hl=en","It's very good school, there teaching method and activities.my daughter love the activities which are conducted by teachers...lots of improvements are there in my daughter."
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","Hansa Chauhan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pSTmVGcEdSM296VkVkaFpucFhZVU5DZEVabVYxRRAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOjRNeFpGR3ozVEdhZnpXYUNCdEZmV1E%7C%7C?hl=en","Lovely school with a warm environment. Friendly staff and great focus on students growth and activities.
Highly recommend!!"
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","Madhura Sawant","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tONVRYUldibGRZYTFGbU0ySXlNV2RVWW5OM1NFRRAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOkN5TXRWbldYa1FmM2IyMWdUYnN3SEE%7C%7C?hl=en","School is supportive and my kid has started enjoying school.
He has learned addtional curicular activities like skating swimming...."
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","4","Aparna Sawant","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21wdmRFVk5UVFJUTjBKTVNrdE5TMWxPUnpKeFJYYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOmpvdEVNTTRTN0JMSktNS1lORzJxRXc%7C%7C?hl=en","All educational facilities are excellent.

But required play ground for sports.

Teachers keeps on changing.So this needs to be sorted out."
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","DP SERVICES","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWUGRsWkxXaTB3V2xoemQzQjZXUzFyVEhCUGVIYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOlVPdlZLWi0wWlhzd3B6WS1rTHBPeHc%7C%7C?hl=en","Nice school,our kids are safe,happy and I can see much improvement in him.....I am happy that I have taken a good decision for my kid....."
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","Priti Chauhan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tVd1dGaFRVMFZ5YTE5SGNqQmZUbVpVZFdORE1GRRAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOkUwWFhTU0Vya19HcjBfTmZUdWNDMFE%7C%7C?hl=en","Good school! provides best facilities and study to the students. Very helpful faculty."
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","shivangi singh","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25wbWQwUTBZWHBOTjJ3emFVaG1WRWxEZDBWSU5IYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOnpmd0Q0YXpNN2wzaUhmVElDd0VINHc%7C%7C?hl=en","Along with the Academics and extra curricular activities best for growth and endless opportunities across India"
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","Shubhangi Joshi","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t0Q1ZscFVSbkZrYUhsalZ6QkhPR3BGVUd0UldGRRAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOktCVlpURnFkaHljVzBHOGpFUGtRWFE%7C%7C?hl=en","Orchid International School is a dedicated institution where caring teachers genuinely support students' education and growth."
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","1","Pawan Rai","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21GUU9EUndRazltYlRCNlVqZHpXRmhvT0ZaQmFrRRAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOmFQODRwQk9mbTB6UjdzWFhoOFZBakE%7C%7C?hl=en","Unprofessional approach, non experienced teachers, admin is just blank about the queries and resolving the issue, for admission they hire  freshers as their admin team, they commit fake informations and then school management remove those staffs and hire again the new staffs and same issues continue..."
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","4","Vaishali Palan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21OSGVsSjNYMVpKTVMxMGVuZFFhRUpPTmtOSGJXYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOmNHelJ3X1ZJMS10endQaEJONkNHbWc%7C%7C?hl=en","So far the we can feel our daughter's learning experience is good with Orchid.She is able to learn new things quickly."
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","Prashant Navale","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tKMFJVbExXRlU1U0haa2NFSTNNbkZhVEV3Mk4yYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOkJ0RUlLWFU5SHZkcEI3MnFaTEw2N2c%7C%7C?hl=en","Very nice school. Good ambience. Great staff. Recommended 👍🏻"
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","Bharati Chauhan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25CWGJFSlpNMUJFWTBWRWRtc3RUMnhQUTNZeFRHYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOnBXbEJZM1BEY0VEdmstT2xPQ3YxTGc%7C%7C?hl=en","Great school with helpful staff, as i can see my ward growth,confidence and he is happy to go to school…."
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","1","Manohar Dangore","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25kelUzRlNZVlpETW5NM09HcDNPVlpqYms5S1NHYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOndzU3FSYVZDMnM3OGp3OVZjbk9KSGc%7C%7C?hl=en","It was very bad experience with this school. Totally worst management. They don’t prepare students as per the level of curriculum and examinations. Also they will ask you to visit more than 10 times just for a single document."
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","Ajit Inamdar","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21sWU9XbFBTMUpvZDNKT2NsZHJjRTV0TTJWRmJuYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOmlYOWlPS1Jod3JOcldrcE5tM2VFbnc%7C%7C?hl=en","Fantastic school, teachers are really nice. Kids are really happy to go to school!"
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","sumesh panjwani","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xkUmQxUlBVRmcyZDNWTk4wUmxhV1ZrTTJWalZsRRAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOldRd1RPUFg2d3VNN0RlaWVkM2VjVlE%7C%7C?hl=en","Superb nice place for the kids to generate knowledge & self development of mind"
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","AUDA 17","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25GdlNHWk5iV0ZEYUdGaWEzaG5OMFZWZG5Cb1ZsRRAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOnFvSGZNbWFDaGFia3hnN0VVdnBoVlE%7C%7C?hl=en","Professional management and friendly staff. The school runs smoothly."
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","Hemangi Malde","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25GM1ZtSllVRUpFTW5aMFdFNXFiRFF5ZDBkU1JtYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOnF3VmJYUEJEMnZ0WE5qbDQyd0dSRmc%7C%7C?hl=en","School is good... Teacher is co operative..."
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","4","20228030217 Teacher","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xKa1RsSk1hMFJ2UTJOdFN6ZFhhbGxRT1UxZmQxRRAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOlJkTlJMa0RvQ2NtSzdXallQOU1fd1E%7C%7C?hl=en","Overall experience is good about teaching, coordination, campus."
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","4","Mugdha Chavan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2psSVJYSnNXa1ZCVTBaYVZERklTbmR2ZUdoZlJXYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOjlIRXJsWkVBU0ZaVDFISndveGhfRWc%7C%7C?hl=en","nice progress of kids and very nice teaching staff"
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","akshay shete","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xjelpYSmZjM2xGVkcxMmQzbzJRV3hsU0doVWRuYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOlczZXJfc3lFVG12d3o2QWxlSGhUdnc%7C%7C?hl=en","Extremely satisfied with child’s overall progress"
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","Leesha Rajpurohit","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pZd0xWVjRlVEZDVGpSdlRUbEVaRWRRUW1VNVdWRRAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOjYwLVV4eTFCTjRvTTlEZEdQQmU5WVE%7C%7C?hl=en","Too good and amazing amazing school"
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","Kunda Ghagare","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pFMVJtaExVRkpMY1ZObWMxbEhRalF3YzBKclQwRRAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOjE1RmhLUFJLcVNmc1lHQjQwc0JrT0E%7C%7C?hl=en","Good staff and friendly environment"
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","Tamizharasi P","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21jM01HTTFlVWwyYmxGeVptTnBRMlZTWjA1cWRIYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOmc3MGM1eUl2blFyZmNpQ2VSZ05qdHc%7C%7C?hl=en","Good Atmosphere"
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","Pallavi Rane","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWdFNIcE1kVTVSYkdaMFpIWjJlVzVzVlhWSVRYYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOlVtSHpMdU5RbGZ0ZHZ2eW5sVXVITXc%7C%7C?hl=en","Good environment"
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","Deepali Vende","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pWTVkzSm1OWGgyVTBwbUxYcDNObGx4VTJ0bU0xRRAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOjVMY3JmNXh2U0pmLXp3NllxU2tmM1E%7C%7C?hl=en","Friendly manner 🙂💯"
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","4","Shivani Rawat","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21JeGMyMTJjMDU0ZW1ScVNrcGZYelY2VFdwa1MxRRAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOmIxc212c054emRqSkpfXzV6TWpkS1E%7C%7C?hl=en","Awesome school , management with best infrastructure and facilities"
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","1","Soda Wolf","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21FMmNsWnBVM2w1VWtKcU1Xa3phR1JJZVdWeGJGRRAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOmE2clZpU3l5UkJqMWkzaGRIeWVxbFE%7C%7C?hl=en",
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","1","Vileena Keskar","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21zNFQxVnRWRTFNTFRVelZFaFNjakpxUTJaRFIyYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOms4T1VtVE1MLTUzVEhScjJqQ2ZDR2c%7C%7C?hl=en",
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","1","Emty","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25odWRVdFJVbmh0T1hkcmJVNXJOMVJUU0RGTVRHYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOnhudUtRUnhtOXdrbU5rN1RTSDFMTGc%7C%7C?hl=en",
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","1","Gauri Keskar","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t0Vk1VczRUVTFoVmpkMVRVSmZWRlJOV205NlNuYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOktVMUs4TU1hVjd1TUJfVFRNWm96Snc%7C%7C?hl=en",
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","1","harshal wakare","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21SRVkyWjJaMUJSUVhsek4yeEJlVjlxVXpKTVdXYxAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOmREY2Z2Z1BRQXlzN2xBeV9qUzJMWWc%7C%7C?hl=en",
"Orchids the international school","https://www.google.com/maps/search/?api=1&query=Orchids%20the%20international%20school&query_place_id=ChIJ1wsyOLm55zsRVj45cCro9qI","5","Hrishita Chauhan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21odlgwUnJkazlNTmxwVFRqRTJPRGhaYmt0YWNGRRAB!2m1!1s0x0:0xa2f6e82a70393e56!3m1!1s2@1:CAIQACodChtycF9oOmhvX0Rrdk9MNlpTTjE2ODhZbktacFE%7C%7C?hl=en",
